PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
224147463,20061652,14,2020-03-24T21:15:00,"5500 Block Columbo St Pittsburgh, PA 15206",N,Garfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,1114,9,2,-79.9316706410121,40.4686141435421
-3293005715,20062164,99,2020-03-31T07:08:00,"300 Block Chester Ave Pittsburgh, PA 15214",N,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2614,6,1,-80.013705019365,40.4674922395898
224212623,20061951,0,2020-03-31T17:39:00,"100 Block Stewart Ave Pittsburgh, PA 15227",Y,Carrick,3,99,9993 PFA Service with Weapons Supplement,2904,4,3,-79.979466107848,40.3824895484088
224212808,20062473,6,2020-03-31T17:47:00,"1400 Block N Murtland Ave Pittsburgh, PA 15208",N,Homewood West,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1207,9,2,-79.899529501871,40.4625694692905
223523137,20053809,27,2020-03-16T14:35:00,"2000 Block Dartmore St Pittsburgh, PA 15210",N,Overbrook,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3204,4,5,-79.9965011390126,40.3929194143155
223524163,20053828,6,2020-03-17T20:30:00,"1600 Block Broadway Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,1916,4,5,-80.0246866221548,40.410548172001
223527856,20053865,14,2020-03-17T22:44:00,"200 Block Boggston Ave Pittsburgh, PA 15210",N,Beltzhoover,3,CRIM MISCHIEF,3304 Criminal Mischief.,1809,3,5,-80.0091806087387,40.4188567652914
223541635,20053955,99,2020-03-18T02:58:00,"100 Block Trent St Pittsburgh, PA 15219",N,Middle Hill,2,AIDED CASE,9497 Aided Case,501,6,3,-79.9794509869459,40.4460351811748
223541862,20053896,10,2020-03-18T00:28:00,"2900 Block Frederick St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2715,1,1,-80.0300213954371,40.4708893618131
223541953,20053080,14,2020-03-18T04:02:00,"700 Block Bay Ridge Ave Pittsburgh, PA 15226",Y,Brookline,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1918,4,5,-80.0238954932468,40.3928140601475
223577147,20054171,10,2020-03-18T00:01:00,"2300 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,HARRASSMENT,2709(a) Harassment. / 3304 Criminal Mischief.,1306,9,2,-79.8740816622072,40.4547583578433
223558099,20054126,0,2020-03-15T22:00:00,"1800 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,3742 Accidents Involving Death or Personal Injury,1413,5,3,-79.9231790535923,40.4367183093438
223558677,20054135,26,2020-03-18T11:46:00,"5600 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,1413,5,3,-79.9275244527577,40.4378776131373
223572211,20054203,14,2020-03-16T16:00:00,"200 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,5,-79.9905902505923,40.4151064580715
223611334,20054472,0,2020-03-19T00:16:00,"3400 Block California Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,9998 Overdose Other,2703,1,1,-80.0397246911833,40.4763858999285
223568548,20054120,10,2020-03-18T11:21:00,"100 Block Rhine Pl Pittsburgh, PA 15212",Y,Spring Hill-City View,1,RECKLESSLY ENDANGER ANOTH PER,"2705 Recklessly Endangering Another Person. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2620,1,1,-79.992041845149,40.4653596489546
223608358,20054223,99,2020-03-18T15:10:00,"6500 Block Deary St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1203,9,2,-79.9059867378875,40.4669114713731
223630033,20054638,27,2020-03-19T08:15:00,"6900 Block Mc Pherson Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1405,9,2,-79.9062635640208,40.4541165802864
223634248,20054678,0,2020-03-19T08:05:00,"2200 Block Wightman St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,3742 Accidents Involving Death or Personal Injury,1413,5,3,-79.9276720426257,40.4308493441422
223635521,20054691,11,2020-03-19T10:10:00,"300 Block Belonda St Pittsburgh, PA 15211",N,Mount Washington,3,IMPERSONATING A PUBLIC SERVANT,4912 Impersonating a Public Servant.,1914,2,5,-80.0112216183909,40.4298984926202
223641734,20054712,0,2020-03-19T11:14:00,"500 Block Grandview Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,7611(a)(1) Unlawful Use of a Computer,1903,2,5,-80.011910401322,40.4349092174935
223651181,20054794,10,2020-03-18T21:00:00,"400 Block 56th St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,HARRASSMENT,2709 Harassment (Non-Specific),1011,,,0,0
223652367,20054803,14,2020-03-19T08:13:00,"4400 Block Milgate St Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,903,7,2,-79.9525536384074,40.4653197199664
223652474,20054763,14,2020-03-19T12:30:00,"300 Block Lorenz Ave Pittsburgh, PA 15220",Y,Elliott,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2020,2,5,-80.0362445637197,40.4469272764466
223655256,20054827,27,2020-03-18T11:16:00,"300 Block Cedar Ave Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2304,1,1,-80.0009078039902,40.4508935599436
223659537,20054768,99,2020-03-19T12:47:00,"800 Block Flemington St Pittsburgh, PA 15217",N,Greenfield,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1517,5,3,-79.9357927379974,40.4258585763447
224214263,20062499,6,2020-03-31T18:23:00,"7400 Block Tioga St Pittsburgh, PA 15208",N,Homewood South,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1303,9,2,-79.8947453626194,40.4531251864947
224221917,20062708,0,2020-04-01T03:44:00,"2600 Block Mackinaw Ave Pittsburgh, PA 15216",Y,Beechview,6,99,9998 Overdose Other,1920,,,0,0
224230441,20062742,5,2020-04-01T06:04:00,"7200 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood North,5,BURGLARY,3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1302,9,2,-79.8962697960688,40.4573889155008
224281441,20063228,29,2020-04-01T22:30:00,"300 Block Walter St Pittsburgh, PA 15210",N,Allentown,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,1803,3,5,-79.9949232724792,40.4198906706557
224319644,20063808,14,2020-04-02T13:25:00,"3100 Block Landis St Pittsburgh, PA 15204",N,Sheraden,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2018,2,5,-80.0556002598474,40.4564815637975
-3004003101,20063931,99,2020-03-29T12:00:00,"100 Block Mount Vernon  Dr Mckeesport, PA 15135",N,Bluff,OSC,LOST PROPERTY,9504 Lost Property,103,,,0,0
224322614,20063919,10,2020-04-02T23:29:00,"1200 Block Dagmar Ave Pittsburgh, PA 15216",Y,Beechview,6,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats.,1916,4,5,-80.0234457199518,40.4167720315397
223585497,20054232,0,2020-03-18T15:00:00,"600 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-80.0017928321911,40.4425929172081
223588321,20054236,99,2020-03-18T15:33:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),201,,,-80.0581533364063,40.5044573772531
223591088,20054296,0,2020-03-16T00:01:00,"1400 Block Locust St Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,3,-79.9854587006851,40.4360439740714
223601715,20054300,24,2020-03-18T17:31:00,"1600 Block 5th Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,DISORDERLY CONDUCT,5503 Disorderly Conduct.,305,6,3,-79.9838080970159,40.4383581600989
223647226,20054671,99,2020-03-17T23:59:00,"E Carson St & S 18th St Pittsburgh, PA 15203",N,South Side Flats,3,LOST PROPERTY,9504 Lost Property,1702,3,3,-79.9805652715853,40.4287665592296
223659363,20054845,27,2020-03-19T14:40:00,"6700 Block Baker St Pittsburgh, PA 15206",N,Morningside,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1014,7,2,-79.9273351256291,40.4887307045927
223661041,20054847,0,2020-03-19T14:04:00,"5600 Block Phillips Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1413,5,3,-79.927459764613,40.4310266690662
223663671,20054865,10,2020-03-19T00:01:00,"600 Block S Negley Ave Pittsburgh, PA 15232",N,Shadyside,4,HARRASSMENT,2709 Harassment (Non-Specific),703,8,2,-79.9326119527463,40.4543829418746
223666457,20054899,10,2020-03-19T16:45:00,"Delafield Ave & Pa Rt 28 Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,HARRASSMENT,2709 Harassment (Non-Specific),1201,,,0,0
223667407,20054945,27,2020-03-19T17:15:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,709,7,2,-79.9364623699551,40.4565877817342
223668766,20054981,6,2020-03-19T15:30:00,"Chartiers Ave & Middletown Rd Pittsburgh, PA 15204",N,Chartiers City,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2021,2,5,-80.0732081912816,40.4576404889011
-3254002452,20054746,99,2020-03-19T12:10:00,"50 Block 11th St Pittsburgh, PA 15219",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,3,3,-79.9876755376991,40.428967496273
223690990,20055244,10,2020-03-20T03:53:00,"3800 Block Beechwood Blvd Pittsburgh, PA 15217",Y,Greenfield,4,RECKLESSLY ENDANGER ANOTH PER,2706 Terroristic Threats. / 2705 Recklessly Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1517,5,3,-79.9301308215188,40.4282564221848
223709369,20055465,24,2020-03-20T13:12:00,"900 Block Oranmore St Pittsburgh, PA 15201",Y,Stanton Heights,5,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1005,9,2,-79.9374647279963,40.4752611466146
223712194,20055534,10,2020-03-20T15:32:00,"500 Block Seagirt St Pittsburgh, PA 15221",Y,East Hills,5,SIMPLE ASSAULT,2701 Simple Assault. / 13(a)(31) Marijuana: Possession Small Amount,1306,9,2,-79.8785777681114,40.4499196276023
223716516,20055753,99,2020-03-20T21:06:00,"5500 Block Hobart St Pittsburgh, PA 15217",Y,Squirrel Hill South,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1413,5,3,-79.9302533959279,40.4319931802579
223671927,20055005,0,2020-03-19T19:11:00,"5200 Block Natrona Way Pittsburgh, PA 15201",Y,Central Business District,2,99,901 Criminal Attempt,201,7,2,-79.9532442590184,40.4796087799787
223673635,19250225,99,2020-03-19T19:11:00,"5200 Block Natrona Way Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,305,7,2,-79.9532442590184,40.4796087799787
223677569,20055131,14,2020-03-19T23:11:00,"1500 Block Stratmore St Pittsburgh, PA 15205",N,Crafton Heights,6,CRIM MISCHIEF,3304 Criminal Mischief.,2815,2,5,-80.0558769342437,40.4378004963044
223690058,20055285,99,2020-03-20T08:07:00,"3800 Block Bigelow Blvd Pittsburgh, PA 15213",N,North Oakland,4,CHECK ON ELDERLY PERSON,9016 Check on Elderly Person / 9999 9999 - (Misc. Incident): EMS forced entry to provide medical assistance,507,6,3,-79.9550754048581,40.4568336195834
223690972,20055302,5,2020-03-20T08:00:00,"400 Block Eureka St Pittsburgh, PA 15211",N,Mount Washington,3,BURGLARY,3502 Burglary.,1807,3,5,-80.0009134137316,40.423764694147
-3394032991,20055322,14,2020-03-20T09:34:00,"5500 Block Gate Lodge Way Pittsburgh, PA 15207",N,Hazelwood,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1515,5,3,-79.9392463248243,40.4014475910163
223705950,20055402,99,2020-03-20T11:41:00,"4800 Block Lima Way Pittsburgh, PA 15224",N,Bloomfield,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,804,7,2,-79.9479978654356,40.4587979269377
223698124,20055327,10,2020-03-20T10:26:00,"5800 Block Hobart St Pittsburgh, PA 15217",Y,Squirrel Hill South,4,SIMPLE ASSAULT,2701 Simple Assault.,1408,5,3,-79.9229195523906,40.4337339252419
223703795,20055365,3,2020-03-20T10:40:00,"Tito Way & Exchange Way Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,"3701 Robbery. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-79.9991550225745,40.4431097144682
224349358,20064319,10,2020-04-03T16:24:00,"Penn Ave & N Dallas Ave Pittsburgh, PA 15208",Y,Point Breeze,4,RESIST ARREST/OTHER LAW ENFORC,"5104 Resisting Arrest or Other Law Enforcement. / 6308 Investigation by Police Officers / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 5101 Obstructing Admin. of Law  / 3113 Pedestrian-Control Signals. / 3542 Right-Of-Way of Pedestrians in Crosswalks. / 5507(a) Obstructing highway, railroad or public passage",1404,8,3,-79.9081945634898,40.4514945733344
224355131,20064442,99,2020-04-03T19:19:00,"2800 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AIDED CASE,9497 Aided Case,2715,1,1,-80.0174235731547,40.4725047461499
224358383,20064536,3,2020-04-03T23:15:00,"500 Block Mountain Ave Pittsburgh, PA 15210",N,St. Clair,3,ROBBERY,3701 Robbery.,1606,,,0,0
224386876,20065228,99,2020-04-05T05:36:00,"2100 Block Mazette Pl Pittsburgh, PA 15205",N,Fairywood,6,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic / 9498 302 (Mental),2808,,,0,0
224391015,20065369,6,2020-04-05T11:00:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1403,8,3,-79.9233366419934,40.4414229997783
223671300,20054991,0,2020-03-19T12:36:00,"1100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2901,4,3,-79.9909025434676,40.4049473205906
223671433,20054999,27,2020-03-19T19:00:00,"300 Block Albert St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1915,2,5,-80.0068812392676,40.4226439756736
223671851,20055001,0,2020-03-19T16:55:00,"2000 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,99,1786 Required Financial Responsibility.,1702,3,3,-79.976432641371,40.4303408118696
223673188,20055065,0,2020-03-19T20:15:00,"Murray Ave & Beacon St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1408,5,3,-79.9228362821829,40.4347617597849
223675328,20055094,99,2020-03-19T21:30:00,"Brighton Rd & Woods Run Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2703,1,1,-80.0317220369235,40.4764971519818
223704367,20055442,29,2020-03-20T12:40:00,"200 Block S Euclid Ave Pittsburgh, PA 15206",N,East Liberty,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1115,9,2,-79.9288881402247,40.460782629137
223704341,20055244,10,2020-03-20T03:53:00,"2600 Block Connecticut Ave Pittsburgh, PA 15216",Y,Greenfield,4,RECKLESSLY ENDANGER ANOTH PER,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 2705 Recklessly Endangering Another Person. / 9501 Bench Warrant,1517,,,0,0
223705635,20054460,10,2020-03-20T13:30:00,"3100 Block Banksville Rd Pittsburgh, PA 15216",Y,Banksville,6,HARRASSMENT,2709(a) Harassment.,2023,2,5,-80.0434542351477,40.4010772517516
223725440,20055983,0,2020-03-21T08:44:00,"2300 Block Gershon St Pittsburgh, PA 15214",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): ,2620,,,0,0
223768767,20057111,6,2020-03-23T04:31:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1413,5,3,-79.9231547045145,40.4379249093786
223812868,20057249,6,2020-03-23T12:15:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 903 Criminal Conspiracy.",1405,9,3,-79.8951355743265,40.4471228791488
223834028,20057421,0,2020-03-23T18:30:00,"100 Block Blackmore St Pittsburgh, PA 15217",N,Swisshelm Park,4,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1411,,,0,0
223707267,20055445,0,2020-03-19T00:00:00,"6300 Block Douglas St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure,1408,5,3,-79.9185112745671,40.4335284567254
223707384,20055510,0,2020-03-20T04:00:00,"6300 Block Douglas St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure,1408,5,3,-79.9185112745671,40.4335284567254
223709865,20055550,6,2020-03-20T07:30:00,"2600 Block Middletown Rd Pittsburgh, PA 15205",N,Crafton Heights,6,THEFT FROM AUTO,3934 Theft from Vehicle,2814,2,5,-80.058581624188,40.4449992575552
223710993,20055570,6,2020-03-19T00:01:00,"100 Block N Aiken Ave Pittsburgh, PA 15224",N,Garfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1017,,,-80.0969237892058,40.511091680334
223712830,20055626,27,2020-03-20T17:20:00,"1700 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2406,1,1,-79.9826568143613,40.4639525304904
223713522,20055574,27,2020-03-20T16:32:00,"600 Block Johnston Ave Pittsburgh, PA 15207",N,Glen Hazel,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1504,5,3,-79.9349559482199,40.4048738672012
223713924,20055665,0,2020-03-20T15:00:00,"1600 Block Seaton St Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,1918,4,5,-80.0092906674359,40.388799536353
223714613,20055709,27,2020-03-20T15:00:00,"200 Block Alice St Pittsburgh, PA 15210",N,Knoxville,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3001,,,0,0
223714758,20055710,27,2020-03-20T16:15:00,"2000 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.976432641371,40.4303408118696
223715199,20055722,6,2020-03-20T16:30:00,"600 Block Herron Ave Pittsburgh, PA 15219",N,Upper Hill,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",506,6,3,-79.9649549536138,40.4509346994696
223759496,20056705,10,2020-03-22T14:25:00,"900 Block Liberty Ave Pittsburgh, AZ 15222",Y,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,201,6,6,-79.9979394801918,40.4429453058994
223761907,20056817,0,2020-03-22T19:07:00,"2400 Block Saw Mill Run Blvd Pittsburgh, PA 15210",N,Overbrook,3,99,9998 Overdose Other,3204,4,5,-79.9951515058078,40.3851656796478
223762256,20056837,10,2020-03-22T19:15:00,"300 Block Elmore St Pittsburgh, PA 15219",Y,Terrace Village,2,SIMPLE ASSAULT,2701 Simple Assault.,511,,,0,0
223396521,20052786,99,2020-03-16T07:50:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,AIDED CASE,9497 Aided Case,1106,9,2,-79.9086166765251,40.4703056329977
224409433,20065823,10,2020-04-06T07:20:00,"500 Block Tripoli St Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT,2709(a) Harassment.,2304,1,1,-80.0009402466981,40.456257946231
224411252,20065784,99,2020-04-06T07:18:00,"2900 Block Sussex Ave Pittsburgh, PA ",N,Brookline,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1918,4,5,-80.0172598111994,40.3870859631909
224415742,20065885,0,2020-04-06T11:50:00,"Sandusky St N & Parkhurst St Pittsburgh, PA 15212",N,Central North Side,1,99,9998 Overdose Other,2206,1,1,-80.0049114311411,40.4570249045414
224427735,20066057,99,2020-04-06T18:00:00,"6600 Block Frankstown Ave Pittsburgh, PA 15206",Y,Larimer,5,MENTAL 201/302,9498 302 (Mental),1208,9,2,-79.9108848683371,40.4592284089625
224454911,20066436,10,2020-04-07T09:42:00,"2500 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT,2709 Harassment (Non-Specific),1609,3,3,-79.9701385214946,40.4267907267639
224475879,20066703,11,2020-03-23T13:00:00,"Murray Ave & Loretta St Pittsburgh, PA 15217",N,Greenfield,4,CREDIT CARDS,4106 Access Device Fraud,1517,5,3,-79.9288381589475,40.4219346097866
224482620,20066880,14,2020-04-08T01:50:00,"400 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 4914(A) False Identification to Law Enforcement,201,6,6,-79.9993229906853,40.4387869875112
223714546,20055606,27,2020-03-20T17:11:00,"Frankstown Rd & Woods Rd Pittsburgh, PA 15221",N,Homewood North,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3324 Vehicle Entering or Crossing Roadway. / 3744 Duty to Give Information and Render Aid,1301,,,0,0
